CustomerID,TransactionID,Date,Description,Merchant,Amount,Balance,SubscriptionFlag,Transaction_Type,Frequency,Next_Expected_Date
C344,T67900,2025-04-10,electricity bill subscription,electricity bill,-1500,97877,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C207,T40878,2025-04-11,electricity bill subscription,electricity bill,-1500,8651,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C52,T10200,2025-04-12,electricity bill subscription,electricity bill,-1500,224020,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C458,T90541,2025-04-13,electricity bill subscription,electricity bill,-1500,18644,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C106,T20923,2025-04-14,electricity bill subscription,electricity bill,-1500,54,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C456,T90136,2025-04-15,electricity bill subscription,electricity bill,-1500,63093,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C14,T2730,2025-04-16,electricity bill subscription,electricity bill,-1500,56583,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C420,T83018,2025-04-17,electricity bill subscription,electricity bill,-1500,3837,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C424,T83788,2025-04-18,electricity bill subscription,electricity bill,-1500,714,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C85,T16777,2025-04-19,electricity bill subscription,electricity bill,-1500,123,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C451,T89155,2025-04-20,electricity bill subscription,electricity bill,-1500,23640,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C375,T74155,2025-04-21,electricity bill subscription,electricity bill,-1500,90814,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C154,T30488,2025-04-22,electricity bill subscription,electricity bill,-1500,3232,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C355,T70114,2025-04-23,electricity bill subscription,electricity bill,-1500,31370,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C129,T25539,2025-04-24,electricity bill subscription,electricity bill,-1500,69074,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C239,T47180,2025-04-25,electricity bill subscription,electricity bill,-1500,11991,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C206,T40679,2025-04-26,electricity bill subscription,electricity bill,-1500,38062,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C112,T22178,2025-04-27,electricity bill subscription,electricity bill,-1500,96016,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C40,T7889,2025-04-28,electricity bill subscription,electricity bill,-1500,21891,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C437,T86365,2025-05-01,electricity bill subscription,electricity bill,-1500,5294,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C44,T8665,2025-05-02,electricity bill subscription,electricity bill,-1500,121023,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C409,T80802,2025-05-03,electricity bill subscription,electricity bill,-1500,65668,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C486,T95959,2025-05-04,electricity bill subscription,electricity bill,-1500,30228,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C253,T49916,2025-05-05,electricity bill subscription,electricity bill,-1500,183167,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C461,T91145,2025-05-06,electricity bill subscription,electricity bill,-1500,61636,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C121,T23942,2025-05-07,electricity bill subscription,electricity bill,-1500,68118,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C319,T62922,2025-05-08,electricity bill subscription,electricity bill,-1500,86820,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C323,T63736,2025-05-09,electricity bill subscription,electricity bill,-1500,136,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C449,T88774,2025-05-10,electricity bill subscription,electricity bill,-1500,105284,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C5,T933,2025-05-11,electricity bill subscription,electricity bill,-1500,4951,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C31,T6124,2025-05-12,electricity bill subscription,electricity bill,-1500,103179,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C293,T57825,2025-05-13,electricity bill subscription,electricity bill,-1500,22899,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C288,T56825,2025-05-14,electricity bill subscription,electricity bill,-1500,16137,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C33,T6490,2025-05-15,electricity bill subscription,electricity bill,-1500,41105,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C259,T51113,2025-05-16,electricity bill subscription,electricity bill,-1500,48,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C360,T71160,2025-05-17,electricity bill subscription,electricity bill,-1500,78,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C105,T20763,2025-05-18,electricity bill subscription,electricity bill,-1500,93652,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C203,T40118,2025-05-19,electricity bill subscription,electricity bill,-1500,136070,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C186,T36770,2025-05-20,electricity bill subscription,electricity bill,-1500,59927,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C427,T84420,2025-05-21,electricity bill subscription,electricity bill,-1500,97627,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C154,T30520,2025-05-22,electricity bill subscription,electricity bill,-1500,29082,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C358,T70766,2025-05-23,electricity bill subscription,electricity bill,-1500,112864,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C418,T82670,2025-05-24,electricity bill subscription,electricity bill,-1500,21226,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C73,T14526,2025-05-25,electricity bill subscription,electricity bill,-1500,46732,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C71,T14096,2025-05-26,electricity bill subscription,electricity bill,-1500,79420,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C289,T57037,2025-05-27,electricity bill subscription,electricity bill,-1500,110639,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C25,T4932,2025-05-28,electricity bill subscription,electricity bill,-1500,23024,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C405,T80064,2025-06-01,electricity bill subscription,electricity bill,-1500,53709,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C349,T68978,2025-06-02,electricity bill subscription,electricity bill,-1500,124500,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C218,T43038,2025-06-03,electricity bill subscription,electricity bill,-1500,73,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C486,T95987,2025-06-04,electricity bill subscription,electricity bill,-1500,66536,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C94,T18642,2025-06-05,electricity bill subscription,electricity bill,-1500,214,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C461,T91186,2025-06-06,electricity bill subscription,electricity bill,-1500,144242,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C402,T79486,2025-06-07,electricity bill subscription,electricity bill,-1500,12512,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C223,T44063,2025-06-08,electricity bill subscription,electricity bill,-1500,65860,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C178,T35279,2025-06-09,electricity bill subscription,electricity bill,-1500,112882,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C159,T31564,2025-06-10,electricity bill subscription,electricity bill,-1500,127939,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C135,T26770,2025-06-11,electricity bill subscription,electricity bill,-1500,107752,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C52,T10273,2025-06-12,electricity bill subscription,electricity bill,-1500,282799,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C293,T57858,2025-06-13,electricity bill subscription,electricity bill,-1500,69308,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C106,T20993,2025-06-14,electricity bill subscription,electricity bill,-1500,72141,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C481,T95041,2025-06-15,electricity bill subscription,electricity bill,-1500,97851,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C259,T51147,2025-06-16,electricity bill subscription,electricity bill,-1500,20765,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C299,T59038,2025-06-17,electricity bill subscription,electricity bill,-1500,12923,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C158,T31354,2025-06-18,electricity bill subscription,electricity bill,-1500,37098,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C203,T40154,2025-06-19,electricity bill subscription,electricity bill,-1500,152916,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C224,T44272,2025-06-20,electricity bill subscription,electricity bill,-1500,46192,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C191,T37807,2025-06-21,electricity bill subscription,electricity bill,-1500,114580,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C205,T40540,2025-06-22,electricity bill subscription,electricity bill,-1500,91437,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C358,T70800,2025-06-23,electricity bill subscription,electricity bill,-1500,109356,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C418,T82703,2025-06-24,electricity bill subscription,electricity bill,-1500,15031,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C399,T78954,2025-06-25,electricity bill subscription,electricity bill,-1500,155953,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C196,T38801,2025-06-26,electricity bill subscription,electricity bill,-1500,105618,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C342,T67595,2025-06-27,electricity bill subscription,electricity bill,-1500,98816,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C95,T18864,2025-06-28,electricity bill subscription,electricity bill,-1500,36,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C241,T47461,2025-01-01,payment to flipkart,flipkart,-496,16434,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C220,T43279,2025-01-02,payment to flipkart,flipkart,-1342,40238,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C293,T57692,2025-01-03,payment to flipkart,flipkart,-563,25140,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C375,T74031,2025-01-04,payment to flipkart,flipkart,-685,603,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C153,T30171,2025-01-05,payment to flipkart,flipkart,-514,82988,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C82,T16046,2025-01-06,payment to flipkart,flipkart,-1532,1682,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C12,T2198,2025-01-07,payment to flipkart,flipkart,-754,48813,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C5,T792,2025-01-08,payment to flipkart,flipkart,-1737,48751,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C429,T84665,2025-01-09,payment to flipkart,flipkart,-503,39351,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C3,T414,2025-01-10,payment to flipkart,flipkart,-1040,1169,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C82,T16049,2025-01-11,payment to flipkart,flipkart,-1958,197,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C15,T2822,2025-01-12,payment to flipkart,flipkart,-1076,15021,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C170,T33540,2025-01-13,payment to flipkart,flipkart,-1584,30048,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C216,T42496,2025-01-14,payment to flipkart,flipkart,-1394,22864,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C50,T9726,2025-01-15,payment to flipkart,flipkart,-1086,159,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C349,T68821,2025-01-16,payment to flipkart,flipkart,-805,77,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C399,T78776,2025-01-17,payment to flipkart,flipkart,-1484,87078,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C82,T16054,2025-01-18,payment to flipkart,flipkart,-1016,197,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C186,T36655,2025-01-19,payment to flipkart,flipkart,-1861,48713,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C184,T36273,2025-01-20,payment to flipkart,flipkart,-1998,70104,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C112,T22064,2025-01-21,payment to flipkart,flipkart,-1540,31331,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C265,T52161,2025-01-22,payment to flipkart,flipkart,-687,67,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C371,T73265,2025-01-23,payment to flipkart,flipkart,-1590,203,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C109,T21450,2025-01-24,payment to flipkart,flipkart,-738,20143,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C280,T55120,2025-01-25,payment to flipkart,flipkart,-1179,482,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C333,T65631,2025-01-26,payment to flipkart,flipkart,-1512,4227,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C144,T28417,2025-01-27,payment to flipkart,flipkart,-1260,17649,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C256,T50401,2025-01-28,payment to flipkart,flipkart,-683,18995,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C477,T94150,2025-01-29,payment to flipkart,flipkart,-237,55742,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C239,T47078,2025-01-30,payment to flipkart,flipkart,-938,186,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C402,T79352,2025-01-31,payment to flipkart,flipkart,-730,7621,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C434,T85674,2025-02-01,payment to flipkart,flipkart,-522,31,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C313,T61618,2025-02-02,payment to flipkart,flipkart,-1781,14,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C216,T42518,2025-02-03,payment to flipkart,flipkart,-373,67814,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C452,T89294,2025-02-04,payment to flipkart,flipkart,-1267,36847,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C87,T17102,2025-02-05,payment to flipkart,flipkart,-119,176017,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C9,T1624,2025-02-06,payment to flipkart,flipkart,-1671,172,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C228,T44898,2025-02-07,payment to flipkart,flipkart,-1196,46,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C487,T96062,2025-02-08,payment to flipkart,flipkart,-1287,72078,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C432,T85307,2025-02-09,payment to flipkart,flipkart,-279,43602,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C329,T64838,2025-02-10,payment to flipkart,flipkart,-200,64118,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C91,T17914,2025-02-11,payment to flipkart,flipkart,-1958,22880,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C16,T3063,2025-02-12,payment to flipkart,flipkart,-1660,24,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C457,T90266,2025-02-13,payment to flipkart,flipkart,-185,27067,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C42,T8219,2025-02-14,payment to flipkart,flipkart,-1816,18500,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C377,T74467,2025-02-15,payment to flipkart,flipkart,-506,3514,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C208,T41013,2025-02-16,payment to flipkart,flipkart,-226,37299,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C221,T43539,2025-02-17,payment to flipkart,flipkart,-1657,28,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C64,T12585,2025-02-18,payment to flipkart,flipkart,-1345,8818,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C443,T87506,2025-02-19,payment to flipkart,flipkart,-1650,3083,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C495,T97582,2025-02-20,payment to flipkart,flipkart,-1983,2404,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C308,T60641,2025-02-21,payment to flipkart,flipkart,-829,62630,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C327,T64451,2025-02-22,payment to flipkart,flipkart,-1792,35764,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C349,T68870,2025-02-23,payment to flipkart,flipkart,-1282,14258,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C493,T97215,2025-02-24,payment to flipkart,flipkart,-1553,55412,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C355,T70045,2025-02-25,payment to flipkart,flipkart,-137,41311,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C307,T60469,2025-02-26,payment to flipkart,flipkart,-576,370,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C197,T38863,2025-02-27,payment to flipkart,flipkart,-1096,23618,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C303,T59729,2025-02-28,payment to flipkart,flipkart,-619,12,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C83,T16307,2025-03-01,payment to flipkart,flipkart,-797,85773,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C44,T8607,2025-03-02,payment to flipkart,flipkart,-211,156588,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C139,T27463,2025-03-03,payment to flipkart,flipkart,-1559,114146,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C290,T57152,2025-03-04,payment to flipkart,flipkart,-1223,153898,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C434,T85708,2025-03-05,payment to flipkart,flipkart,-1813,75666,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C32,T6243,2025-03-06,payment to flipkart,flipkart,-1412,41793,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C488,T96272,2025-03-07,payment to flipkart,flipkart,-120,84962,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C200,T39475,2025-03-08,payment to flipkart,flipkart,-824,8046,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C125,T24661,2025-03-09,payment to flipkart,flipkart,-1920,52099,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C385,T76035,2025-03-10,payment to flipkart,flipkart,-1278,75948,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C488,T96275,2025-03-11,payment to flipkart,flipkart,-184,82264,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C77,T15190,2025-03-12,payment to flipkart,flipkart,-956,118048,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C200,T39482,2025-03-13,payment to flipkart,flipkart,-1200,867,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C27,T5245,2025-03-14,payment to flipkart,flipkart,-860,131551,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C273,T53819,2025-03-15,payment to flipkart,flipkart,-1313,4723,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C152,T30036,2025-03-16,payment to flipkart,flipkart,-1234,51318,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C263,T51836,2025-03-17,payment to flipkart,flipkart,-692,31258,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C76,T15007,2025-03-18,payment to flipkart,flipkart,-727,37141,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C340,T67086,2025-03-19,payment to flipkart,flipkart,-1514,65149,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C142,T28088,2025-03-20,payment to flipkart,flipkart,-1400,108465,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C304,T59937,2025-03-21,payment to flipkart,flipkart,-210,12342,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C402,T79403,2025-03-22,payment to flipkart,flipkart,-307,28408,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C490,T96689,2025-03-23,payment to flipkart,flipkart,-658,35895,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C168,T33236,2025-03-24,payment to flipkart,flipkart,-1654,12252,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C242,T47750,2025-03-25,payment to flipkart,flipkart,-983,60627,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C375,T74123,2025-03-26,payment to flipkart,flipkart,-1031,46556,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C47,T9212,2025-03-27,payment to flipkart,flipkart,-443,1678,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C6,T1070,2025-03-28,payment to flipkart,flipkart,-1265,14807,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C187,T36899,2025-03-29,payment to flipkart,flipkart,-1719,34,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C11,T2095,2025-03-30,payment to flipkart,flipkart,-1859,68,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C357,T70500,2025-03-31,payment to flipkart,flipkart,-968,26922,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C425,T83966,2025-04-01,payment to flipkart,flipkart,-598,31089,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C32,T6265,2025-04-02,payment to flipkart,flipkart,-620,44105,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C40,T7865,2025-04-03,payment to flipkart,flipkart,-916,331,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C429,T84756,2025-04-04,payment to flipkart,flipkart,-610,103663,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C490,T96698,2025-04-05,payment to flipkart,flipkart,-1174,69961,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C280,T55200,2025-04-06,payment to flipkart,flipkart,-622,76877,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C449,T88743,2025-04-07,payment to flipkart,flipkart,-1918,60207,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C219,T43176,2025-04-08,payment to flipkart,flipkart,-886,62,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C115,T22743,2025-04-09,payment to flipkart,flipkart,-1066,24084,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C136,T26914,2025-04-10,payment to flipkart,flipkart,-1874,113989,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C80,T15778,2025-04-11,payment to flipkart,flipkart,-1308,14,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C494,T97455,2025-04-12,payment to flipkart,flipkart,-1045,57636,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C216,T42598,2025-04-13,payment to flipkart,flipkart,-1124,62256,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C390,T77042,2025-04-14,payment to flipkart,flipkart,-190,67988,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C238,T46953,2025-04-15,payment to flipkart,flipkart,-219,125619,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C55,T10850,2025-04-16,payment to flipkart,flipkart,-392,61853,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C290,T57191,2025-04-17,payment to flipkart,flipkart,-578,133521,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C499,T98437,2025-04-18,payment to flipkart,flipkart,-1000,32499,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C354,T69901,2025-04-19,payment to flipkart,flipkart,-259,77,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C109,T21541,2025-04-20,payment to flipkart,flipkart,-1522,23103,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C143,T28315,2025-04-21,payment to flipkart,flipkart,-295,27031,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C387,T76465,2025-04-22,payment to flipkart,flipkart,-1634,6306,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C105,T20731,2025-04-23,payment to flipkart,flipkart,-1240,55824,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C264,T52067,2025-04-24,payment to flipkart,flipkart,-843,110052,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C212,T41836,2025-04-25,payment to flipkart,flipkart,-1533,175900,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C443,T87575,2025-04-26,payment to flipkart,flipkart,-1006,2,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C161,T31905,2025-04-27,payment to flipkart,flipkart,-508,37452,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C446,T88174,2025-04-28,payment to flipkart,flipkart,-1408,71,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C387,T76473,2025-04-29,payment to flipkart,flipkart,-217,23,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C480,T94818,2025-04-30,payment to flipkart,flipkart,-1359,60,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C465,T91938,2025-05-01,payment to flipkart,flipkart,-1834,62478,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C7,T1315,2025-05-02,payment to flipkart,flipkart,-947,40189,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C433,T85582,2025-05-03,payment to flipkart,flipkart,-939,89424,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C242,T47784,2025-05-04,payment to flipkart,flipkart,-1375,66451,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C145,T28715,2025-05-05,payment to flipkart,flipkart,-1735,81329,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C421,T83233,2025-05-06,payment to flipkart,flipkart,-810,66128,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C474,T93670,2025-05-07,payment to flipkart,flipkart,-348,104145,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C132,T26119,2025-05-08,payment to flipkart,flipkart,-1168,157599,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C421,T83236,2025-05-09,payment to flipkart,flipkart,-218,64656,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C474,T93674,2025-05-10,payment to flipkart,flipkart,-1910,98324,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C413,T81614,2025-05-11,payment to flipkart,flipkart,-278,16037,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C188,T37160,2025-05-12,payment to flipkart,flipkart,-1593,36852,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C282,T55644,2025-05-13,payment to flipkart,flipkart,-905,23526,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C283,T55839,2025-05-14,payment to flipkart,flipkart,-434,108888,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C250,T49342,2025-05-15,payment to flipkart,flipkart,-1006,102812,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C27,T5320,2025-05-16,payment to flipkart,flipkart,-510,154473,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C105,T20761,2025-05-17,payment to flipkart,flipkart,-715,95686,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C124,T24546,2025-05-18,payment to flipkart,flipkart,-1909,58990,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
