CustomerID,Merchant,Predicted_Amount,Balance,Risk_Level
C174,flipkart,-1329.36,78128,Low
C174,petrol pump,-1096.84,88520,Low
C174,reliance smart,-1096.29,88207,Low
C174,spotify,-199.0,71041,Low
C174,uber,-1084.24,81875,Low
C175,cafe coffee day,-1018.0,75581,Low
C175,company,33575.83,79056,Low
C175,dmart,-1091.56,66247,Low
C175,flipkart,-1072.31,60042,Low
C175,netflix,-499.0,74081,Low
C175,petrol pump,-925.96,65966,Low
C175,reliance smart,-1082.62,60597,Low
C175,swiggy,-918.88,64549,Low
C175,zomato,-1131.14,54117,Low
C176,dmart,-954.38,106713,Low
C176,flipkart,-1064.61,106601,Low
C176,gym membership,-1200.0,114924,Low
C176,medical store,-1165.45,120067,Low
C176,petrol pump,-862.06,120640,Low
C176,reliance smart,-1000.74,113957,Low
C176,spotify,-199.0,120891,Low
C176,uber,-1085.16,107882,Low
C176,zomato,-1283.13,140447,Low
C177,flipkart,-892.06,20274,Low
C177,gym membership,-1200.0,19074,Low
C177,medical store,-1017.5,22628,Low
C177,netflix,-499.0,33769,Low
C177,petrol pump,-877.4,29478,Low
C177,reliance smart,-902.04,25220,Low
C177,uber,-906.05,24195,Low
C177,zomato,-1048.53,14704,Low
C178,amazon prime,-999.0,122991,Low
C178,cafe coffee day,-912.94,112288,Low
C178,dmart,-920.36,94170,Low
C178,electricity bill,-1500.0,112882,Low
C178,flipkart,-1140.4,96496,Low
C178,medical store,-752.07,56829,Low
C178,uber,-954.32,102521,Low
C178,zomato,-916.43,117371,Low
C179,cafe coffee day,-1295.17,74397,Low
C179,dmart,-1027.67,83727,Low
C179,electricity bill,-1500.0,27030,Low
C179,gym membership,-1200.0,82527,Low
C179,medical store,-956.44,30332,Low
C179,petrol pump,-968.92,75530,Low
C179,reliance smart,-1144.44,72746,Low
C179,swiggy,-919.15,69941,Low
C179,uber,-945.17,76018,Low
C179,zomato,-1023.48,69190,Low
C18,dmart,-1047.12,23075,Low
C18,flipkart,-1142.09,25188,Low
C18,medical store,-984.25,22820,Low
C18,petrol pump,-1119.15,31453,Low
C18,reliance smart,-1272.2,40065,Low
C18,spotify,-199.0,23120,Low
C18,swiggy,-1222.45,30206,Low
C18,zomato,-1320.14,29353,Low
C180,cafe coffee day,-763.42,15959,Low
C180,dmart,-1086.88,25755,Low
C180,flipkart,-991.72,12439,Low
C180,medical store,-1264.0,20932,Low
C180,petrol pump,-969.48,13321,Low
C180,reliance smart,-1139.04,19250,Low
C180,spotify,-199.0,4780,Low
C180,uber,-907.1,13840,Low
C181,amazon prime,-999.0,11701,Low
C181,flipkart,-1031.55,31,Low
C181,medical store,-1044.47,991,Low
C181,netflix,-499.0,1647,Low
C181,petrol pump,-983.58,209,Low
C181,reliance smart,-1103.45,31,Low
C181,swiggy,-1235.74,31,Low
C181,uber,-1051.04,31,Low
C182,amazon prime,-999.0,58985,Low
C182,company,37928.4,69700,Low
C182,dmart,-984.53,45295,Low
C182,gym membership,-1200.0,59984,Low
C182,petrol pump,-960.48,42755,Low
C182,swiggy,-931.68,44398,Low
C182,uber,-1125.88,8091,Low
C182,zomato,-1081.87,16809,Low
C183,amazon prime,-999.0,2199,Low
C183,cafe coffee day,-1187.27,55,Low
C183,dmart,-1005.32,11086,Low
C183,electricity bill,-1500.0,4875,Low
C183,medical store,-963.8,55,Low
C183,petrol pump,-1092.14,12351,Low
C183,swiggy,-1079.84,3198,Low
C184,company,34648.43,80071,Low
C184,dmart,-945.56,68713,Low
C184,medical store,-1169.05,54461,Low
C184,reliance smart,-1040.54,63459,Low
C184,spotify,-199.0,72905,Low
C184,swiggy,-1162.14,53824,Low
C184,uber,-1260.24,57121,Low
C184,zomato,-1129.4,54872,Low
C185,cafe coffee day,-1184.43,16885,Low
C185,dmart,-914.96,14324,Low
C185,flipkart,-1018.45,17898,Low
C185,petrol pump,-1035.83,24474,Low
C185,reliance smart,-990.11,13792,Low
C185,spotify,-199.0,25333,Low
C185,swiggy,-1090.9,38496,Low
C185,zomato,-1005.06,15717,Low
C186,electricity bill,-1500.0,148566,Low
C186,flipkart,-1276.7,139309,Low
C186,petrol pump,-952.33,145042,Low
C186,reliance smart,-1081.73,54896,Low
C186,swiggy,-946.58,152765,Low
C186,zomato,-1274.28,146597,Low
C187,cafe coffee day,-1003.58,293,Low
C187,dmart,-1140.25,293,Low
C187,electricity bill,-1500.0,293,Low
C187,flipkart,-1008.24,293,Low
C187,gym membership,-1200.0,500,Low
C187,medical store,-1031.24,293,Low
C187,spotify,-199.0,16056,Low
C187,swiggy,-1194.7,293,Low
C187,uber,-1085.21,293,Low
C188,cafe coffee day,-1042.39,58257,Low
C188,company,32017.0,75865,Low
C188,dmart,-1011.39,55941,Low
C188,flipkart,-1107.5,59223,Low
C188,medical store,-1184.46,19932,Low
C188,netflix,-499.0,75366,Low
C188,petrol pump,-1021.59,62178,Low
C188,reliance smart,-1033.0,52879,Low
C188,swiggy,-1057.08,50410,Low
C188,zomato,-869.32,49973,Low
C189,cafe coffee day,-1044.81,480,Low
C189,company,31710.6,43987,Low
C189,dmart,-1054.16,209,Low
C189,flipkart,-918.05,209,Low
C189,medical store,-983.41,480,Low
C189,petrol pump,-1190.48,480,Low
C189,reliance smart,-930.05,209,Low
C189,spotify,-199.0,12678,Low
C19,cafe coffee day,-919.89,57285,Low
C19,company,37271.8,83013,Low
C19,flipkart,-1005.26,56028,Low
C19,medical store,-886.67,59317,Low
C19,netflix,-499.0,60663,Low
C19,reliance smart,-1219.75,67438,Low
C19,spotify,-199.0,82814,Low
C19,swiggy,-1061.05,57592,Low
C19,uber,-1318.06,78212,Low
C19,zomato,-1024.9,65378,Low
C190,amazon prime,-999.0,41490,Low
C190,cafe coffee day,-883.67,30093,Low
C190,dmart,-1058.77,27617,Low
C190,flipkart,-1298.0,37486,Low
C190,medical store,-1042.33,33794,Low
C190,petrol pump,-1077.32,25651,Low
C190,reliance smart,-1201.48,31541,Low
C190,uber,-1065.72,9393,Low
C190,zomato,-1095.61,28400,Low
C191,amazon prime,-999.0,125457,Low
C191,cafe coffee day,-1225.76,123834,Low
C191,dmart,-1185.21,118939,Low
C191,electricity bill,-1500.0,114580,Low
C191,medical store,-956.11,116080,Low
C191,netflix,-499.0,131495,Low
C191,petrol pump,-1069.5,130460,Low
C191,reliance smart,-937.57,110338,Low
C191,uber,-1092.33,109863,Low
C191,zomato,-1131.28,113388,Low
C192,cafe coffee day,-1106.16,174311,Low
C192,flipkart,-921.52,167089,Low
C192,gym membership,-1200.0,184745,Low
C192,petrol pump,-1003.73,167676,Low
C192,reliance smart,-829.63,178920,Low
C192,spotify,-199.0,185945,Low
C192,uber,-1153.6,183068,Low
C192,zomato,-997.61,195120,Low
C193,cafe coffee day,-867.28,19634,Low
C193,dmart,-970.33,18621,Low
C193,electricity bill,-1500.0,219,Low
C193,flipkart,-860.42,41650,Low
C193,netflix,-499.0,35002,Low
C193,swiggy,-995.16,30782,Low
C193,uber,-895.29,24018,Low
C193,zomato,-1178.75,32570,Low
C194,amazon prime,-999.0,75442,Low
C194,cafe coffee day,-1002.15,81623,Low
C194,company,33703.71,93481,Low
C194,dmart,-853.7,76441,Low
C194,flipkart,-1194.5,70632,Low
C194,netflix,-499.0,89340,Low
C194,petrol pump,-1007.8,69955,Low
C194,spotify,-199.0,82555,Low
C194,swiggy,-887.71,67412,Low
C194,zomato,-1461.19,62025,Low
C195,electricity bill,-1500.0,130148,Low
C195,flipkart,-1185.13,126737,Low
C195,medical store,-986.87,123326,Low
C195,petrol pump,-1168.22,125708,Low
C195,swiggy,-1112.67,133170,Low
C195,uber,-897.11,134948,Low
C195,zomato,-934.79,130028,Low
C196,cafe coffee day,-1012.43,102142,Low
C196,dmart,-897.0,107118,Low
C196,electricity bill,-1500.0,105618,Low
C196,flipkart,-978.82,111382,Low
C196,medical store,-1195.12,110180,Low
C196,netflix,-499.0,110883,Low
C196,petrol pump,-1237.25,103674,Low
C196,swiggy,-974.79,108107,Low
C196,uber,-1316.23,119871,Low
C196,zomato,-1093.13,100446,Low
C197,cafe coffee day,-1193.48,104860,Low
C197,dmart,-1084.12,89406,Low
C197,flipkart,-1198.41,87092,Low
C197,medical store,-1076.45,88090,Low
C197,netflix,-499.0,108971,Low
C197,petrol pump,-1247.5,103293,Low
C197,reliance smart,-889.33,92011,Low
C197,swiggy,-852.95,94225,Low
C197,zomato,-1171.52,85442,Low
C198,netflix,-499.0,93,Low
C198,reliance smart,-1160.0,93,Low
C198,swiggy,-957.68,93,Low
C198,uber,-988.5,93,Low
C198,zomato,-1077.05,93,Low
C199,amazon prime,-999.0,270133,Low
C199,cafe coffee day,-994.55,266072,Low
C199,dmart,-1174.91,260519,Low
C199,flipkart,-790.06,261955,Low
C199,gym membership,-1200.0,268933,Low
C199,medical store,-1191.61,258830,Low
C199,netflix,-499.0,274643,Low
C199,petrol pump,-1134.8,260168,Low
C199,reliance smart,-1072.1,283449,Low
C199,swiggy,-1068.76,276886,Low
C2,cafe coffee day,-1124.68,179987,Low
C2,dmart,-1321.85,180605,Low
C2,flipkart,-1086.18,190241,Low
C2,medical store,-1270.39,182436,Low
C2,netflix,-499.0,184105,Low
C2,reliance smart,-974.75,184604,Low
C2,spotify,-199.0,190042,Low
C2,swiggy,-1089.0,185378,Low
C20,cafe coffee day,-1051.95,86012,Low
C20,company,30943.0,104276,Low
C20,flipkart,-1182.32,68677,Low
C20,netflix,-499.0,96401,Low
C20,swiggy,-938.33,68437,Low
C20,zomato,-1032.0,75250,Low
C200,amazon prime,-999.0,65043,Low
C200,cafe coffee day,-1156.27,61882,Low
C200,dmart,-994.82,58550,Low
C200,gym membership,-1200.0,70716,Low
C200,medical store,-931.83,37490,Low
C200,netflix,-499.0,74401,Low
C200,petrol pump,-895.24,67540,Low
C200,zomato,-906.63,167,Low
C201,company,34841.71,96719,Low
C201,dmart,-1092.43,68930,Low
C201,electricity bill,-1500.0,40393,Low
C201,gym membership,-1200.0,95519,Low
C201,medical store,-863.75,77828,Low
C201,reliance smart,-1031.33,82203,Low
C201,swiggy,-901.46,68342,Low
C202,electricity bill,-1500.0,28968,Low
C202,flipkart,-1032.67,25544,Low
C202,petrol pump,-982.0,4894,Low
C202,uber,-810.24,13970,Low
C202,zomato,-1205.86,5401,Low
C203,cafe coffee day,-1004.29,148732,Low
C203,electricity bill,-1500.0,152916,Low
C203,flipkart,-1116.42,144867,Low
C203,gym membership,-1200.0,140191,Low
C203,medical store,-788.32,135228,Low
C203,reliance smart,-1031.44,136810,Low
C203,spotify,-199.0,169446,Low
C203,uber,-919.7,142987,Low
C203,zomato,-1079.88,138999,Low
C204,amazon prime,-999.0,28514,Low
C204,cafe coffee day,-875.57,9874,Low
C204,dmart,-1180.29,44,Low
C204,electricity bill,-1500.0,10136,Low
C204,flipkart,-1199.29,9142,Low
C204,gym membership,-1200.0,13458,Low
C204,medical store,-961.1,7745,Low
C204,petrol pump,-1209.18,22337,Low
C204,reliance smart,-1217.0,24076,Low
C204,uber,-979.95,17148,Low
C205,company,38960.71,114224,Low
C205,dmart,-1158.35,87389,Low
C205,electricity bill,-1500.0,91437,Low
C205,medical store,-1100.89,89248,Low
C205,reliance smart,-858.05,107219,Low
C205,swiggy,-1088.4,87751,Low
C205,uber,-973.37,99986,Low
C205,zomato,-1290.67,94544,Low
C206,amazon prime,-999.0,31805,Low
C206,dmart,-1123.9,686,Low
C206,electricity bill,-1500.0,686,Low
C206,flipkart,-950.88,7954,Low
C206,gym membership,-1200.0,16211,Low
C206,medical store,-936.5,686,Low
C206,petrol pump,-1108.32,686,Low
C206,reliance smart,-1152.67,686,Low
C206,swiggy,-1037.85,15018,Low
C206,uber,-1134.53,18923,Low
C206,zomato,-1061.74,3924,Low
C207,cafe coffee day,-1192.67,93,Low
C207,electricity bill,-1500.0,15979,Low
C207,flipkart,-1134.5,199,Low
C207,medical store,-1115.35,199,Low
C207,netflix,-499.0,6510,Low
C207,petrol pump,-813.22,199,Low
C207,reliance smart,-997.0,199,Low
C207,swiggy,-1091.43,199,Low
C207,uber,-1144.74,1338,Low
C208,amazon prime,-999.0,73080,Low
C208,electricity bill,-1500.0,70082,Low
C208,flipkart,-1014.05,74079,Low
C208,gym membership,-1200.0,82705,Low
C208,medical store,-1136.48,67603,Low
C208,swiggy,-1039.65,78418,Low
C208,uber,-962.7,68877,Low
C208,zomato,-818.5,79342,Low
C209,amazon prime,-999.0,130,Low
C209,dmart,-1090.42,130,Low
C209,flipkart,-769.94,130,Low
C209,reliance smart,-1227.76,130,Low
C209,swiggy,-1300.59,130,Low
C209,uber,-1009.05,130,Low
C209,zomato,-809.41,130,Low
C21,amazon prime,-999.0,99661,Low
C21,cafe coffee day,-908.65,71910,Low
C21,dmart,-1042.15,65372,Low
C21,gym membership,-1200.0,71382,Low
C21,medical store,-1315.29,72101,Low
C21,netflix,-499.0,67527,Low
C21,petrol pump,-1131.7,70276,Low
C21,uber,-1100.7,69124,Low
C21,zomato,-1073.6,74664,Low
C210,cafe coffee day,-836.41,33907,Low
C210,dmart,-1092.24,23241,Low
C210,gym membership,-1200.0,36520,Low
C210,petrol pump,-1038.6,41234,Low
C210,uber,-1127.72,18989,Low
C210,zomato,-1299.67,28177,Low
C211,amazon prime,-999.0,273,Low
C211,flipkart,-1229.11,536,Low
C211,medical store,-881.57,273,Low
C211,netflix,-499.0,12332,Low
C211,reliance smart,-968.58,536,Low
C211,uber,-988.41,6955,Low
C212,amazon prime,-999.0,142444,Low
C212,dmart,-1005.12,114191,Low
C212,medical store,-1101.89,120723,Low
C212,netflix,-499.0,114715,Low
C212,petrol pump,-818.27,158509,Low
C212,swiggy,-1067.21,119160,Low
C212,uber,-1079.6,116179,Low
C213,amazon prime,-999.0,128325,Low
C213,dmart,-970.44,130518,Low
C213,flipkart,-1140.88,121932,Low
C213,gym membership,-1200.0,126651,Low
C213,petrol pump,-1234.05,120031,Low
C213,reliance smart,-1028.22,134127,Low
C213,swiggy,-959.43,135354,Low
C213,uber,-991.05,118768,Low
C213,zomato,-1002.74,123948,Low
C214,cafe coffee day,-1069.94,52722,Low
C214,company,30351.0,60705,Low
C214,electricity bill,-1500.0,57521,Low
C214,flipkart,-1047.38,35993,Low
C214,medical store,-1223.41,44144,Low
C214,petrol pump,-1105.19,30705,Low
C214,swiggy,-883.93,33035,Low
C214,zomato,-1035.79,36971,Low
C215,amazon prime,-999.0,63181,Low
C215,dmart,-1254.4,65981,Low
C215,flipkart,-1131.1,58951,Low
C215,medical store,-853.59,83537,Low
C215,netflix,-499.0,44730,Low
C215,reliance smart,-1272.0,76196,Low
C215,swiggy,-1221.56,68826,Low
C216,dmart,-942.32,63237,Low
C216,electricity bill,-1500.0,60112,Low
C216,flipkart,-1130.48,66629,Low
C216,gym membership,-1200.0,62037,Low
C216,reliance smart,-977.27,58474,Low
C216,spotify,-199.0,63638,Low
C216,swiggy,-896.08,61612,Low
C216,uber,-997.38,82421,Low
C217,electricity bill,-1500.0,22338,Low
C217,flipkart,-1222.47,12779,Low
C217,gym membership,-1200.0,37702,Low
C217,medical store,-1064.9,11933,Low
C217,petrol pump,-1063.04,2181,Low
C217,spotify,-199.0,20371,Low
C217,swiggy,-1161.65,23838,Low
C217,zomato,-844.8,14949,Low
C218,cafe coffee day,-965.92,53979,Low
C218,company,31588.5,65716,Low
C218,electricity bill,-1500.0,73,Low
C218,flipkart,-1087.0,59900,Low
C218,gym membership,-1200.0,49767,Low
C218,medical store,-849.06,73,Low
C218,reliance smart,-989.79,48580,Low
C218,spotify,-199.0,59550,Low
C218,uber,-1183.2,62679,Low
C219,dmart,-1136.6,5944,Low
C219,flipkart,-1232.23,17674,Low
C219,gym membership,-1200.0,24094,Low
C219,medical store,-980.38,3976,Low
C219,netflix,-499.0,34504,Low
C219,petrol pump,-819.53,14127,Low
C219,reliance smart,-1160.81,6146,Low
C219,swiggy,-898.37,5052,Low
C219,zomato,-1222.32,2462,Low
C22,dmart,-1057.41,17828,Low
C22,flipkart,-812.1,29418,Low
C22,gym membership,-1200.0,16628,Low
C22,netflix,-499.0,41826,Low
C22,reliance smart,-769.11,14902,Low
C22,spotify,-199.0,46604,Low
C220,cafe coffee day,-1310.12,76463,Low
C220,company,38806.71,103761,Low
C220,flipkart,-1021.96,78688,Low
C220,medical store,-1013.88,96298,Low
C220,netflix,-499.0,75964,Low
C220,petrol pump,-1123.17,71918,Low
C220,reliance smart,-833.82,75584,Low
C220,spotify,-199.0,99981,Low
C220,swiggy,-1024.04,94965,Low
C220,uber,-999.45,72147,Low
C221,cafe coffee day,-992.68,18933,Low
C221,dmart,-992.13,22835,Low
C221,electricity bill,-1500.0,1378,Low
C221,netflix,-499.0,21958,Low
C221,reliance smart,-1060.83,22457,Low
C221,swiggy,-1243.0,24081,Low
C221,uber,-1062.55,20300,Low
C221,zomato,-892.56,45552,Low
C222,amazon prime,-999.0,75638,Low
C222,cafe coffee day,-887.56,53303,Low
C222,company,36880.0,78480,Low
C222,dmart,-1125.61,69564,Low
C222,flipkart,-1234.79,51895,Low
C222,medical store,-1051.89,48939,Low
C222,netflix,-499.0,77981,Low
C222,petrol pump,-1176.52,55045,Low
C222,uber,-1092.82,50742,Low
C223,cafe coffee day,-1155.38,51300,Low
C223,company,36870.33,68402,Low
C223,electricity bill,-1500.0,65860,Low
C223,flipkart,-1249.85,60284,Low
C223,gym membership,-1200.0,55559,Low
C223,petrol pump,-868.58,45597,Low
C223,reliance smart,-1057.57,47920,Low
C223,spotify,-199.0,57801,Low
C223,swiggy,-1109.79,49947,Low
C223,uber,-959.42,51778,Low
C223,zomato,-512.33,48927,Low
C224,dmart,-1100.96,47692,Low
C224,electricity bill,-1500.0,46192,Low
C224,medical store,-1177.25,55925,Low
C224,petrol pump,-879.16,37326,Low
C224,reliance smart,-1191.76,42099,Low
C224,uber,-1132.43,38221,Low
C224,zomato,-719.83,54477,Low
C225,dmart,-1128.62,56546,Low
C225,flipkart,-1002.46,62202,Low
C225,medical store,-1090.63,60429,Low
C225,reliance smart,-1120.88,63639,Low
C225,spotify,-199.0,77986,Low
C225,uber,-884.7,60732,Low
C225,zomato,-1064.33,50650,Low
C226,cafe coffee day,-998.73,95760,Low
C226,company,41626.57,132083,Low
C226,dmart,-989.91,94618,Low
C226,electricity bill,-1500.0,113464,Low
C226,flipkart,-1049.08,105976,Low
C226,medical store,-1136.24,99648,Low
C226,petrol pump,-1120.0,111022,Low
C226,reliance smart,-1161.68,120315,Low
C226,uber,-1115.68,97667,Low
C226,zomato,-885.55,96922,Low
C227,electricity bill,-1500.0,137085,Low
C227,netflix,-499.0,140785,Low
C227,swiggy,-1173.28,117639,Low
C227,uber,-1149.35,138585,Low
C227,zomato,-954.6,129386,Low
C228,cafe coffee day,-1037.11,80869,Low
C228,medical store,-1198.05,71570,Low
C228,netflix,-499.0,82026,Low
C228,petrol pump,-828.89,74105,Low
C228,reliance smart,-748.53,98616,Low
C228,spotify,-199.0,87624,Low
C228,swiggy,-1099.23,72845,Low
C228,uber,-965.77,90914,Low
C228,zomato,-1022.81,72485,Low
C229,amazon prime,-999.0,43522,Low
C229,company,36266.25,50609,Low
C229,dmart,-904.2,25882,Low
C229,flipkart,-1094.39,34322,Low
C229,gym membership,-1200.0,42322,Low
C229,medical store,-1036.7,30317,Low
C229,spotify,-199.0,22232,Low
C229,swiggy,-869.48,24080,Low
C23,cafe coffee day,-995.95,107411,Low
C23,electricity bill,-1500.0,92688,Low
C23,netflix,-499.0,94188,Low
C23,petrol pump,-1111.9,103867,Low
C23,reliance smart,-1326.82,98964,Low
C23,swiggy,-1040.25,126433,Low
C23,uber,-1257.06,100481,Low
C230,cafe coffee day,-1097.68,18537,Low
C230,dmart,-1137.12,608,Low
C230,flipkart,-1021.68,455,Low
C230,gym membership,-1200.0,19335,Low
C230,medical store,-1222.5,455,Low
C230,netflix,-499.0,14154,Low
C230,petrol pump,-1023.74,190,Low
C230,reliance smart,-1152.43,9549,Low
C230,swiggy,-1087.76,7556,Low
C231,cafe coffee day,-937.65,32,Low
C231,electricity bill,-1500.0,2545,Low
C231,gym membership,-1200.0,32,Low
C231,medical store,-1035.95,32,Low
C231,netflix,-499.0,32,Low
C231,petrol pump,-1116.19,32,Low
C231,swiggy,-1085.68,32,Low
C231,uber,-901.59,32,Low
C231,zomato,-1152.1,32,Low
C232,amazon prime,-999.0,147229,Low
C232,cafe coffee day,-1148.59,123466,Low
C232,dmart,-1035.95,125616,Low
C232,flipkart,-1162.39,121541,Low
C232,medical store,-1143.17,133780,Low
C232,petrol pump,-987.68,103501,Low
C232,swiggy,-942.4,128115,Low
C232,uber,-1075.57,135734,Low
C233,cafe coffee day,-1091.6,33754,Low
C233,dmart,-1073.84,39084,Low
C233,electricity bill,-1500.0,37584,Low
C233,petrol pump,-1176.05,60087,Low
C233,swiggy,-1110.55,42906,Low
C233,uber,-1175.24,41226,Low
C234,cafe coffee day,-1086.05,51840,Low
C234,company,32375.43,71318,Low
C234,flipkart,-922.88,46678,Low
C234,gym membership,-1200.0,67658,Low
C234,medical store,-1304.64,60544,Low
C234,petrol pump,-839.06,50514,Low
C234,reliance smart,-922.85,67201,Low
C234,spotify,-199.0,56922,Low
C234,swiggy,-982.67,45452,Low
C234,zomato,-1045.43,57187,Low
C235,cafe coffee day,-850.0,71325,Low
C235,company,34583.0,76162,Low
C235,dmart,-902.38,44617,Low
C235,electricity bill,-1500.0,48746,Low
C235,flipkart,-1013.05,52293,Low
C235,netflix,-499.0,70826,Low
C235,petrol pump,-923.13,54284,Low
C235,reliance smart,-1000.55,43664,Low
C235,spotify,-199.0,60526,Low
C235,swiggy,-1159.15,46163,Low
C235,zomato,-1023.25,50246,Low
C236,cafe coffee day,-1206.41,108170,Low
C236,dmart,-1046.65,87506,Low
C236,electricity bill,-1500.0,84567,Low
C236,flipkart,-1062.59,76694,Low
C236,gym membership,-1200.0,105053,Low
C236,medical store,-1254.43,83069,Low
C236,petrol pump,-1186.71,77806,Low
C236,reliance smart,-1137.88,87886,Low
C236,spotify,-199.0,92956,Low
C236,uber,-1104.42,86067,Low
C237,amazon prime,-999.0,47195,Low
C237,cafe coffee day,-1124.05,56838,Low
C237,netflix,-499.0,67703,Low
C237,petrol pump,-1055.2,46766,Low
C237,reliance smart,-774.53,14543,Low
C237,swiggy,-1156.78,50052,Low
C237,uber,-1101.32,54494,Low
C237,zomato,-1298.56,50380,Low
C238,cafe coffee day,-1079.0,164878,Low
C238,flipkart,-820.11,159836,Low
C238,medical store,-1100.91,97437,Low
C238,spotify,-199.0,164679,Low
C238,swiggy,-1130.06,152377,Low
C238,uber,-1070.6,160950,Low
C238,zomato,-1239.26,155798,Low
C239,cafe coffee day,-1072.88,378,Low
C239,dmart,-1003.46,1703,Low
C239,electricity bill,-1500.0,556,Low
C239,flipkart,-1154.67,10917,Low
C239,gym membership,-1200.0,9717,Low
C239,medical store,-868.6,556,Low
C239,petrol pump,-997.14,556,Low
C239,swiggy,-828.05,556,Low
C239,uber,-1152.71,556,Low
C239,zomato,-1146.52,378,Low
C24,cafe coffee day,-1134.4,4003,Low
C24,dmart,-1018.81,10656,Low
C24,electricity bill,-1500.0,38180,Low
C24,flipkart,-1038.45,8762,Low
C24,medical store,-1098.17,5503,Low
C24,netflix,-499.0,40883,Low
C24,petrol pump,-1124.04,12994,Low
C24,reliance smart,-1231.6,386,Low
C24,spotify,-199.0,19472,Low
C24,swiggy,-946.89,7686,Low
C24,zomato,-961.15,386,Low
C240,amazon prime,-999.0,26166,Low
C240,cafe coffee day,-1172.8,21327,Low
C240,dmart,-915.6,22971,Low
C240,gym membership,-1200.0,46041,Low
C240,medical store,-1036.95,16142,Low
C240,petrol pump,-1109.78,47241,Low
C240,spotify,-199.0,33950,Low
C240,swiggy,-1011.15,25748,Low
C240,zomato,-1013.85,21909,Low
C241,amazon prime,-999.0,27553,Low
C241,cafe coffee day,-1199.27,44991,Low
C241,dmart,-992.86,32829,Low
C241,flipkart,-1252.92,48011,Low
C241,reliance smart,-1143.91,44206,Low
C241,uber,-1213.86,52865,Low
C241,zomato,-966.62,66078,Low
C242,cafe coffee day,-968.81,73922,Low
C242,company,30993.86,79063,Low
C242,electricity bill,-1500.0,71202,Low
C242,flipkart,-913.0,56526,Low
C242,medical store,-1114.11,59067,Low
C242,petrol pump,-989.72,62019,Low
C243,amazon prime,-999.0,0,Low
C243,cafe coffee day,-1033.7,0,Low
C243,dmart,-1021.3,0,Low
C243,petrol pump,-1390.43,0,Low
C243,spotify,-199.0,0,Low
C243,swiggy,-1157.17,0,Low
C243,zomato,-1161.0,0,Low
C244,amazon prime,-999.0,935,Low
C244,dmart,-1121.43,274,Low
C244,electricity bill,-1500.0,489,Low
C244,gym membership,-1200.0,2726,Low
C244,swiggy,-996.83,274,Low
C244,uber,-1091.75,489,Low
C244,zomato,-1138.0,274,Low
C245,dmart,-1102.52,372516,Low
C245,electricity bill,-1500.0,391098,Low
C245,medical store,-1029.8,368989,Low
C245,petrol pump,-890.53,307029,Low
C245,reliance smart,-1075.26,374579,Low
C245,swiggy,-997.46,378290,Low
C245,uber,-1118.95,373029,Low
C245,zomato,-955.14,371807,Low
C246,amazon prime,-999.0,94,Low
C246,cafe coffee day,-948.0,94,Low
C246,dmart,-1201.7,94,Low
C246,flipkart,-1029.29,94,Low
C246,gym membership,-1200.0,94,Low
C246,reliance smart,-1044.65,94,Low
C246,spotify,-199.0,94,Low
C246,swiggy,-1108.84,94,Low
C246,uber,-880.89,94,Low
C247,amazon prime,-999.0,96529,Low
C247,company,35217.14,103169,Low
C247,electricity bill,-1500.0,75663,Low
C247,flipkart,-1083.5,79772,Low
C247,medical store,-875.09,70038,Low
C247,reliance smart,-877.29,69105,Low
C247,swiggy,-1112.42,78164,Low
C247,uber,-1013.73,74876,Low
C248,company,34979.0,66223,Low
C248,flipkart,-1153.47,49,Low
C248,medical store,-1060.58,49,Low
C248,spotify,-199.0,49,Low
C248,swiggy,-938.38,49,Low
C248,zomato,-1155.55,49,Low
C249,cafe coffee day,-1193.76,188025,Low
C249,dmart,-1078.8,198626,Low
C249,electricity bill,-1500.0,194979,Low
C249,flipkart,-1087.92,191041,Low
C249,gym membership,-1200.0,214537,Low
C249,medical store,-1142.29,186333,Low
C249,netflix,-499.0,194480,Low
C249,petrol pump,-1082.59,201928,Low
C249,reliance smart,-1101.91,193882,Low
C249,swiggy,-1122.5,194207,Low
C249,uber,-1074.53,200310,Low
C25,electricity bill,-1500.0,18190,Low
C25,flipkart,-1310.55,29088,Low
C25,medical store,-905.65,19690,Low
C25,spotify,-199.0,29501,Low
C25,swiggy,-1156.59,27005,Low
C25,uber,-1039.88,22575,Low
C25,zomato,-1096.44,25834,Low
C250,cafe coffee day,-1035.0,107397,Low
C250,flipkart,-1080.53,125969,Low
C250,medical store,-1132.0,115617,Low
C250,petrol pump,-1081.0,106550,Low
C250,reliance smart,-939.6,118499,Low
C250,spotify,-199.0,127713,Low
C250,swiggy,-990.33,106906,Low
C250,uber,-1013.68,92366,Low
C250,zomato,-1119.12,107548,Low
C251,amazon prime,-999.0,14794,Low
C251,dmart,-1018.82,15793,Low
C251,medical store,-1084.15,23354,Low
C251,petrol pump,-1145.0,25498,Low
C251,reliance smart,-1024.1,6134,Low
C251,spotify,-199.0,85,Low
C251,uber,-1168.62,11453,Low
C252,amazon prime,-999.0,186152,Low
C252,cafe coffee day,-1247.33,191967,Low
C252,dmart,-1047.33,197780,Low
C252,gym membership,-1200.0,194749,Low
C252,medical store,-860.65,184388,Low
C252,petrol pump,-1252.55,185801,Low
C252,reliance smart,-983.32,184705,Low
C252,spotify,-199.0,185188,Low
C252,swiggy,-1241.94,197205,Low
C252,uber,-1035.94,200191,Low
